gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_189361_1	431	1210	780	-1	0.404	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_189361_2	1207	2691	1485	-1	0.448	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_189361_3	2778	4319	1542	-1	0.453	11	None	GENOMAD.101150.PP	0.0001432	47	0	0	0	1	NA	NA	NA	NA	NA
k121_189361_4	4381	4731	351	-1	0.436	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_189361_5	4725	5183	459	-1	0.449	11	AGGAG	GENOMAD.190933.PC	8.564e-05	44	0	0	0	1	NA	NA	NA	NA	NA
k121_189361_6	5270	5449	180	1	0.428	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_290000_1	3	356	354	-1	0.466	11	AGGA	GENOMAD.191967.PC	1.31e-40	146	0	0	0	1	NA	NA	NA	COG2372	NA
k121_290000_2	382	3501	3120	-1	0.510	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_290000_3	3503	4627	1125	-1	0.524	11	GGAG/GAGG	GENOMAD.180629.PC	5.914e-68	238	0	0	0	1	NA	NA	NA	PF12700;K15727;TIGR00999;COG0845	Membrane Fusion Protein cluster 2 (function with RND porters)
k121_290000_4	4624	5178	555	-1	0.476	11	AGGA	GENOMAD.189858.PC	1.271e-46	167	0	0	0	1	NA	NA	NA	NA	NA
k121_290000_5	5220	6479	1260	-1	0.533	11	GGAG/GAGG	GENOMAD.179296.PC	2.964e-39	155	0	0	0	1	NA	NA	NA	K15725;COG1538	Outer membrane protein TolC
k121_290000_6	6618	6830	213	-1	0.512	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_228960_1	115	1320	1206	-1	0.441	11	None	GENOMAD.121652.PV	8.105e-08	57	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Plasmid rolling circle replication initiator protein REP and truncated derivatives
k121_190031_1	472	1437	966	1	0.371	11	None	GENOMAD.168699.VP	3.469e-11	67	0	0	0	2561	Caudoviricetes	NA	NA	PF01051;COG5527	Protein involved in initiation of plasmid replication
k121_190031_2	1461	2900	1440	1	0.342	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_223641_1	207	1322	1116	-1	0.456	11	None	GENOMAD.121652.PV	2.098e-05	49	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Plasmid rolling circle replication initiator protein REP and truncated derivatives
k121_40190_1	58	228	171	-1	0.351	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40190_2	225	1223	999	-1	0.415	11	TAA	GENOMAD.121777.PV	1.712e-05	49	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Replication protein
k121_224303_1	1	1920	1920	1	0.403	11	None	GENOMAD.152257.CP	4.747e-05	49	0	0	0	2561	Caudoviricetes	NA	NA	PF11854;PF07715;K16088;TIGR01783;COG4773	TonB-dependent siderophore receptor
k121_224303_2	2092	2265	174	1	0.333	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_224303_3	2304	2867	564	-1	0.433	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_118624_1	3	254	252	-1	0.440	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_118624_2	398	859	462	1	0.526	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_118624_3	856	3015	2160	1	0.533	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_302643_1	1	99	99	-1	0.576	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_302643_2	51	1661	1611	-1	0.644	11	None	GENOMAD.101150.PP	9.551e-10	64	0	0	0	1	NA	NA	NA	NA	NA
k121_302643_3	1747	2094	348	-1	0.621	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_302643_4	2091	2468	378	-1	0.643	11	GGA/GAG/AGG	GENOMAD.121916.PC	3.772e-07	50	0	0	0	1	NA	NA	NA	PF07141;COG2963	Transposase and inactivated derivatives
k121_169030_1	2	769	768	1	0.387	11	None	GENOMAD.136125.PP	6.326e-10	62	0	0	0	1	NA	MOBB	NA	PF18976	Relaxase/Mobilisation nuclease domain
k121_169030_2	898	1152	255	-1	0.380	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_169030_3	1599	2033	435	-1	0.349	11	None	GENOMAD.118457.PP	2.698e-09	57	0	0	0	1	NA	NA	NA	PF04645;COG4220;TIGR01764	Phage DNA packaging protein, Nu1 subunit of terminase
k121_169030_4	2070	2618	549	-1	0.366	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_108033_1	3	170	168	1	0.619	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_108033_2	154	288	135	-1	0.652	11	GGA/GAG/AGG	GENOMAD.101150.PP	8.288e-06	42	0	0	0	1	NA	NA	NA	NA	NA
k121_108033_3	421	1662	1242	1	0.639	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_108033_4	1659	2567	909	1	0.642	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_2939_1	1	153	153	-1	0.405	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_2939_2	836	1483	648	-1	0.340	11	None	GENOMAD.179882.VP	7.151e-68	230	0	0	0	1	NA	NA	NA	PF05732	Firmicute plasmid replication protein (RepL)
k121_2939_3	1904	2539	636	-1	0.440	11	None	GENOMAD.151095.PV	1.242e-16	81	0	0	0	2561	Caudoviricetes	NA	NA	PF01076	Plasmid recombination enzyme
k121_281522_1	1	804	804	1	0.430	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_281522_2	827	1585	759	-1	0.439	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_281522_3	1608	2585	978	-1	0.446	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_281522_4	2709	2813	105	-1	0.381	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_126021_1	1	450	450	-1	0.400	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_126021_2	544	1452	909	1	0.409	11	TAA	GENOMAD.213563.PC	5.917e-11	66	0	0	0	1	NA	NA	NA	NA	NA
k121_126021_3	1839	2351	513	-1	0.341	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_126021_4	2444	2806	363	-1	0.433	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_231846_1	3	566	564	1	0.441	11	None	GENOMAD.170236.PC	2.443e-40	149	0	0	0	1	NA	NA	NA	PF07291;COG3059	Methylamine utilisation protein MauE
k121_231846_2	626	967	342	1	0.518	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_231846_3	1273	2013	741	1	0.522	11	GGA/GAG/AGG	GENOMAD.130714.CP	5.992e-20	92	0	0	0	1	NA	NA	NA	PF06080;COG4798;TIGR02752;K18897	Predicted methyltransferase
k121_231846_4	2092	2328	237	-1	0.498	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_231846_5	2466	2921	456	1	0.419	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_231846_6	3086	3445	360	1	0.483	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_231846_7	3458	3805	348	1	0.437	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_231846_8	3970	4407	438	-1	0.452	11	AGGAG	GENOMAD.167502.CP	9.608e-14	70	0	0	0	1	NA	NA	NA	PF00582;COG0589;K14055	Nucleotide-binding universal stress protein,  UspA family
k121_231846_9	4441	4743	303	-1	0.416	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_231846_10	5180	5326	147	1	0.565	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_48412_1	134	361	228	-1	0.377	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_48412_2	571	1239	669	1	0.375	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_48412_3	1514	2524	1011	1	0.322	11	TATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
