gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_297225_1	3	1235	1233	1	0.524	11	None	GENOMAD.179296.PC	1.053e-44	171	0	0	0	1	NA	NA	NA	K15725;COG1538	Outer membrane protein TolC
k121_297225_2	1266	1796	531	1	0.465	11	AGGA	GENOMAD.189858.PC	2.354e-53	186	0	0	0	1	NA	NA	NA	NA	NA
k121_297225_3	1810	2940	1131	1	0.521	11	GGAG/GAGG	GENOMAD.180629.PC	1.395e-67	237	0	0	0	1	NA	NA	NA	PF12700;K15727;TIGR00999;COG0845	Membrane Fusion Protein cluster 2 (function with RND porters)
k121_297225_4	2952	4013	1062	1	0.566	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_356911_1	3	833	831	-1	0.402	11	GGAG/GAGG	GENOMAD.171558.PC	3.676e-09	60	0	0	0	1	NA	NA	NA	PF02321;K15725;TIGR01845;COG1538	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
k121_356911_2	890	1234	345	-1	0.412	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_356911_3	1340	1690	351	1	0.385	11	AGGAG	GENOMAD.182656.PC	7.576e-30	115	0	0	0	1	NA	NA	NA	PF06942;COG3136	GlpM protein
k121_356911_4	1851	2210	360	-1	0.453	11	AGGA	GENOMAD.195321.CP	2.023e-12	65	0	0	0	1	NA	NA	NA	NA	NA
k121_356911_5	2233	2505	273	-1	0.432	11	AGGAG	GENOMAD.133858.PC	0.0007357	39	0	0	0	1	NA	NA	NA	COG2608	Copper chaperone CopZ
k121_356911_6	2571	3176	606	1	0.389	11	None	GENOMAD.196136.PC	3.72e-20	91	0	0	0	1	NA	NA	NA	K21563;TIGR03697;COG0664	global nitrogen regulator NtcA, cyanobacterial
k121_356911_7	3410	3604	195	-1	0.451	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_550645_1	288	632	345	-1	0.409	11	GGAG/GAGG	GENOMAD.116259.PC	8.456e-20	86	0	0	0	1	NA	NA	NA	COG5569	Periplasmic Cu and Ag efflux protein CusF
k121_550645_2	640	1059	420	-1	0.457	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_550645_3	1149	1643	495	-1	0.497	11	GGAG/GAGG	GENOMAD.170370.PC	5.103e-06	48	0	0	0	1	NA	NA	NA	PF00116;COG4454;TIGR04339;K02638	Uncharacterized copper-binding protein, cupredoxin-like subfamily
k121_550645_4	1666	3078	1413	-1	0.575	11	None	GENOMAD.197261.PC	3.076e-05	49	0	0	0	1	NA	NA	NA	K22349;COG2132	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)
k121_550645_5	3094	4527	1434	-1	0.612	11	GGAG/GAGG	GENOMAD.171558.PC	1.944e-146	471	0	0	0	1	NA	NA	NA	PF02321;K15725;TIGR01845;COG1538	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
k121_550645_6	4524	4847	324	-1	0.537	11	GGAG/GAGG	GENOMAD.212945.PC	1.528e-26	105	0	0	0	1	NA	NA	NA	NA	NA
k121_550645_7	4956	5684	729	1	0.575	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_550645_8	5685	6560	876	1	0.554	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_476570_1	1	423	423	-1	0.487	11	GGA/GAG/AGG	GENOMAD.141168.PC	5.584e-08	53	0	0	0	1	NA	NA	NA	PF13171;K21744;TIGR02044;COG0789	Cu(I)-responsive transcriptional regulator
k121_476570_2	521	2749	2229	1	0.507	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_476570_3	3319	4581	1263	1	0.494	11	AGGAG	GENOMAD.179296.PC	6.532e-40	157	0	0	0	1	NA	NA	NA	K15725;COG1538	Outer membrane protein TolC
k121_476570_4	4590	5171	582	1	0.445	11	GGA/GAG/AGG	GENOMAD.189858.PC	1.082e-52	185	0	0	0	1	NA	NA	NA	NA	NA
k121_476570_5	5168	6292	1125	1	0.494	11	AGGAG	GENOMAD.180629.PC	2.066e-72	251	0	0	0	1	NA	NA	NA	PF12700;K15727;TIGR00999;COG0845	Membrane Fusion Protein cluster 2 (function with RND porters)
k121_476570_6	6294	9413	3120	1	0.484	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_476570_7	9435	9818	384	1	0.443	11	GGA/GAG/AGG	GENOMAD.191967.PC	6.918e-44	156	0	0	0	1	NA	NA	NA	COG2372	NA
k121_996917_1	2	658	657	-1	0.461	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_996917_2	655	2496	1842	-1	0.432	11	None	GENOMAD.068367.PP	9.059e-05	48	0	0	0	1	NA	NA	NA	K20811	NA
k121_996917_3	2489	3367	879	-1	0.437	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_61810_1	2	970	969	-1	0.631	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_61810_2	986	2116	1131	-1	0.629	11	GGAG/GAGG	GENOMAD.180629.PC	4.112e-106	349	0	0	0	1	NA	NA	NA	PF12700;K15727;TIGR00999;COG0845	Membrane Fusion Protein cluster 2 (function with RND porters)
k121_61810_3	2116	2757	642	-1	0.621	11	GGA/GAG/AGG	GENOMAD.196381.PC	2.282e-62	214	0	0	0	1	NA	NA	NA	NA	NA
k121_61810_4	2754	4019	1266	-1	0.625	11	AGGA	GENOMAD.179296.PC	3.091e-41	161	0	0	0	1	NA	NA	NA	K15725;COG1538	Outer membrane protein TolC
k121_61810_5	4177	4530	354	-1	0.554	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_61810_6	4858	5337	480	-1	0.477	11	GGA/GAG/AGG	GENOMAD.160782.CP	7.126e-24	100	0	0	0	1	NA	NA	NA	COG3909;K15536	Cytochrome c556
k121_61810_7	5322	6689	1368	-1	0.545	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_61810_8	6686	7624	939	-1	0.534	11	GGA/GAG/AGG	GENOMAD.168353.PC	2.854e-10	64	0	0	0	1	NA	NA	NA	PF20229	Protein ChrB, N-terminal
k121_923616_1	2	133	132	1	0.674	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_923616_2	194	973	780	-1	0.506	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_923616_3	963	2486	1524	-1	0.531	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_923616_4	2586	2780	195	-1	0.477	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_537593_1	189	707	519	1	0.441	11	GGA/GAG/AGG	GENOMAD.154124.CP	2.356e-24	102	0	0	0	1	NA	NA	NA	PF05163;COG2318	Uncharacterized damage-inducible protein DinB (forms a four-helix bundle)
k121_537593_2	784	1134	351	-1	0.379	11	GGA/GAG/AGG	GENOMAD.182656.PC	3.078e-31	119	0	0	0	1	NA	NA	NA	PF06942;COG3136	GlpM protein
k121_537593_3	1193	1996	804	-1	0.445	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_537593_4	2006	2680	675	-1	0.431	11	None	GENOMAD.168543.CP	0.0002727	44	0	0	0	1	NA	NA	NA	PF00581;K02439;TIGR03865;COG0607	PQQ-dependent catabolism-associated CXXCW motif protein
k121_537593_5	2721	2858	138	1	0.377	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_211298_1	3	194	192	-1	0.557	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_211298_2	194	706	513	-1	0.540	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_211298_3	666	935	270	-1	0.485	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_211298_4	1184	1777	594	1	0.524	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_211298_5	1874	2671	798	1	0.509	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_122003_1	3	110	108	1	0.398	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_122003_2	234	500	267	1	0.524	11	AGGAG	GENOMAD.018108.PP	0.0001372	41	0	0	0	1	NA	NA	NA	PF07141;COG2963	NA
k121_122003_3	527	1354	828	1	0.495	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_122003_4	1399	2376	978	-1	0.557	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_122003_5	2479	3216	738	-1	0.556	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_122003_6	3350	4750	1401	1	0.535	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_122003_7	4766	5257	492	1	0.490	11	None	GENOMAD.160826.CP	3.787e-13	69	0	0	0	1	NA	NA	NA	PF07331;K07794	Tripartite tricarboxylate transporter TctB family
k121_122003_8	5259	6203	945	1	0.525	11	GGA/GAG/AGG	GENOMAD.106809.VV	2.304e-08	58	0	0	0	2561	Caudoviricetes	NA	NA	PF01970;COG3333;K08971	Tripartite tricarboxylate transporter TctA family
k121_612673_1	36	524	489	-1	0.528	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_612673_2	708	878	171	-1	0.526	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
