gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_118548_1	449	1708	1260	-1	0.345	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_118548_2	1718	2752	1035	-1	0.357	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_118548_3	2745	2927	183	-1	0.301	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_215_1	3	107	105	1	0.610	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_215_2	104	457	354	1	0.624	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_215_3	521	2191	1671	1	0.658	11	None	GENOMAD.106725.PC	1.703e-08	60	0	0	0	1	NA	NA	NA	NA	NA
k121_215_4	2253	3407	1155	-1	0.604	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37355_1	3	242	240	-1	0.354	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37355_2	492	677	186	-1	0.441	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37355_3	725	895	171	-1	0.392	11	TAAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37355_4	906	1346	441	-1	0.374	11	TATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37355_5	1704	2165	462	1	0.390	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37355_6	2274	2699	426	-1	0.408	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_63037_1	1	90	90	1	0.389	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_63037_2	83	946	864	1	0.399	11	GGAG/GAGG	GENOMAD.138275.PV	0.000111	46	0	1	0	1	NA	NA	NA	PF07506;PF02195;TIGR03454;COG1475;K03497	plasmid partitioning protein RepB
k121_63037_3	1033	1185	153	1	0.392	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_301691_1	2	172	171	1	0.433	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_301691_2	634	825	192	1	0.396	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
